Id,URI,Language,Name,Source_Url,Street1,City,StateTer,Zip,Phone/0,CFO_Agency,Fed_Branch,Contact_Url/0/Url,Contact_Url/0/Description,Contact_Url/0/Language,Contact_Url/1/Url,Contact_Url/1/Description,Contact_Url/1/Language,Contact_Url/2/Url,Contact_Url/2/Description,Contact_Url/2/Language,Contact_Url/3/Url,Contact_Url/3/Description,Contact_Url/3/Language,Contact_Url/4/Url,Contact_Url/4/Description,Contact_Url/4/Language,Contact_Url/5/Url,Contact_Url/5/Description,Contact_Url/5/Language,Contact_Url/6/Url,Contact_Url/6/Description,Contact_Url/6/Language,Web_Url/0/Url,Web_Url/0/Description,Web_Url/0/Language,In_Person_Url/0/Url,In_Person_Url/0/Description,In_Person_Url/0/Language,In_Person_Url/1/Url,In_Person_Url/1/Description,In_Person_Url/1/Language,In_Person_Url/2/Url,In_Person_Url/2/Description,In_Person_Url/2/Language,Description,Parent/Id,Parent/URI,Parent/Name,Child/0/Id,Child/0/URI,Child/0/Name,Child/1/Id,Child/1/URI,Child/1/Name,Child/2/Id,Child/2/URI,Child/2/Name,Alt_Language/0/Id,Alt_Language/0/URI,Alt_Language/0/Name,Alt_Language/0/Language,Tollfree/0,Email
49592,null/api/USAGovAPI/contacts.json/contact/49592,en,Office of Scientific and Technical Information,http://www.usa.gov/directory/federal/office-of-scientific-and-technical-information.shtml,Office of Scientific and Technical Information,Oak Ridge,TN,37831,(865) 576-1188</br>(856) 576-8401 (Document Requests),,,http://www.osti.gov/contact.html,Contact the Office of Scientific and Technical Information,en,,,,,,,,,,,,,,,,,,,http://www.osti.gov/,Office of Scientific and Technical Information,en,,,,,,,,,,"The Office of Scientific and Technical Information collects, preserves, and makes available the results of research and development carried out or sponsored by the Department of Energy.",49658,null/api/USAGovAPI/contacts.json/contact/49658,Science Office (Energy Department),,,,,,,,,,,,,,,OSTIWebmaster@osti.gov
49593,null/api/USAGovAPI/contacts.json/contact/49593,en,Office of Special Counsel,http://www.usa.gov/directory/federal/office-of-special-counsel.shtml,1730 M St NW,Washington,DC,20036-4505,(202) 254-3600,,,http://www.osc.gov/contacts.htm,Contact the Office of Special Counsel,en,,,,,,,,,,,,,,,,,,,http://www.osc.gov/,Office of Special Counsel,en,,,,,,,,,,"The Office of Special Counsel is an investigative and prosecutorial office that works to end government and political corruption, and to protect government employees and whistleblowers.",,,,,,,,,,,,,50130,null/api/USAGovAPI/contacts.json/contact/50130,Oficina del Asesor Legal Especial de EE.UU.,es,,
49595,null/api/USAGovAPI/contacts.json/contact/49595,en,Office of the Director of National Intelligence,http://www.usa.gov/directory/federal/office-of-the-director-of-national-intelligence.shtml,Office of the Director of National Intelligence,Washington,DC,20511,(703) 733-8600,,,http://www.dni.gov/contacts.htm,Contact the Office of the Director of National Intelligence,en,,,,,,,,,,,,,,,,,,,http://www.dni.gov,Office of the Director of National Intelligence,en,,,,,,,,,,The goal of the Office of the Director of National Intelligence is to integrate the intelligence gathering and analysis functions performed across the intelligence community in order to provide the best intelligence in the timeliest manner to decision makers.,,,,49490,null/api/USAGovAPI/contacts.json/contact/49490,"National Counterintelligence Executive, Office of",,,,,,,,,,,,
49597,null/api/USAGovAPI/contacts.json/contact/49597,en,Open World Leadership Center,http://www.usa.gov/directory/federal/open-world-leadership-center.shtml,101 Independence Ave SE,Washington,DC,20540-9980,(202) 707-8943,No,LEG,http://www.openworld.gov/?q=content/contact-us-1,Contact the Open World Leadership Center,en,,,,,,,,,,,,,,,,,,,http://www.openworld.gov,Open World Leadership Center,en,,,,,,,,,,"The Open World Leadership Center administers the Open World program, a foreign exchange program that brings future leaders from former Soviet states to the U.S. to meet with members of congress.",49664,null/api/USAGovAPI/contacts.json/contact/49664,U.S. Senate,,,,,,,,,,,,,,,openworld@openworld.gov
49601,null/api/USAGovAPI/contacts.json/contact/49601,en,Pacific Command,http://www.usa.gov/directory/federal/pacific-command.shtml,USPACOM J01PA,Camp H.M. Smith,HI,96861-4031,(808) 477-6282,,,http://www.pacom.mil/Contact/Directory.aspx,Contact the Pacific Command,en,,,,,,,,,,,,,,,,,,,http://www.pacom.mil/,Pacific Command,en,,,,,,,,,,"Headquartered in Hawaii, the U.S. Pacific Command is responsible for defending and promoting U.S. interests in the Pacific and Asia.",49726,null/api/USAGovAPI/contacts.json/contact/49726,Unified Combatant Commands (Defense Department),,,,,,,,,,,,,,,
49604,null/api/USAGovAPI/contacts.json/contact/49604,en,Office of the Pardon Attorney,http://www.usa.gov/directory/federal/pardon-attorney-office.shtml,1425 New York Ave NW,Washington,DC,20530,(202) 616-6070,,,http://www.justice.gov/pardon/contact_info.htm,Contact the Office of the Pardon Attorney,en,,,,,,,,,,,,,,,,,,,http://www.usdoj.gov/pardon/index.html,Office of the Pardon Attorney,en,,,,,,,,,,The Office of the Pardon Attorney assists the president in the exercise of executive clemency by reviewing clemency applications and making recommendations.,52686,null/api/USAGovAPI/contacts.json/contact/52686,Department of Justice (DOJ),,,,,,,,,,,,,,,USPardon.Attorney@usdoj.gov
49606,null/api/USAGovAPI/contacts.json/contact/49606,en,Parole Commission (Justice Department),http://www.usa.gov/directory/federal/parole-commission.shtml,90 K St NE,Washington,DC,20530,(202) 346-7000,,,http://www.justice.gov/uspc/contact.htm,Contact the Parole Commission (Justice Department),en,,,,,,,,,,,,,,,,,,,http://www.usdoj.gov/uspc/,Parole Commission (Justice Department),en,,,,,,,,,,"The Parole Commission considers prisoners' applications for parole, deciding whether or not a prisoner has earned a chance to reintegrate into the community.",52686,null/api/USAGovAPI/contacts.json/contact/52686,Department of Justice (DOJ),,,,,,,,,,,,,,,public.inquiries@usdoj.gov
49614,null/api/USAGovAPI/contacts.json/contact/49614,en,Pentagon Force Protection Agency,http://www.usa.gov/directory/federal/pentagon-force-protection-agency.shtml,,,AK,,(703) 697-1001</br>(703) 697-5555 (In case of Emergency),,,,,,,,,,,,,,,,,,,,,,,,http://www.pfpa.mil/,Pentagon Force Protection Agency,en,,,,,,,,,,"The Pentagon Force Protection Agency is a civilian agency within the Department of Defense charged with protecting the occupants, visitors, and infrastructure of Pentagon facilities.",49229,null/api/USAGovAPI/contacts.json/contact/49229,Department of Defense,,,,,,,,,,,,,,,pfpa@pfpa.mil
49616,null/api/USAGovAPI/contacts.json/contact/49616,en,Pipeline and Hazardous Materials Safety Administration,http://www.usa.gov/directory/federal/pipeline-and-hazardous-materials-safety-administration.shtml,1200 New Jersey Ave SE,Washington,DC,20590,(202) 366-4433,,,http://www.phmsa.dot.gov/about/contact,Contact the Pipeline and Hazardous Materials Safety Administration,en,http://www.nrc.uscg.mil/ContactUs.aspx,National Response Center,en,,,,,,,,,,,,,,,,http://www.phmsa.dot.gov/,Pipeline and Hazardous Materials Safety Administration,en,,,,,,,,,,The Pipeline and Hazardous Materials Safety Administration regulates the transport of hazardous materials.,49035,null/api/USAGovAPI/contacts.json/contact/49035,Department of Transportation (DOT),,,,,,,,,,,,,,(800) 424-8802 (To report an accident to the National Response Center),
49618,null/api/USAGovAPI/contacts.json/contact/49618,en,Policy Development and Research (HUD),http://www.usa.gov/directory/federal/policy-development-and-research.shtml,HUD USER,Washington,DC,20026-3268,(202) 708-3178,,,http://www.huduser.org/portal/about/pdrconta.html,Contact the Policy Development and Research (HUD),en,,,,,,,,,,,,,,,,,,,http://www.huduser.org,Policy Development and Research (HUD),en,,,,,,,,,,The Office of Policy Development and Research provides the Department of Housing and Urban Development up-to-date information and analysis of housing and community development issues.,49023,null/api/USAGovAPI/contacts.json/contact/49023,Department of Housing and Urban Development (HUD),,,,,,,,,,,,,,(800) 245-2691,helpdesk@huduser.org
49620,null/api/USAGovAPI/contacts.json/contact/49620,en,Political Affairs (State Department),http://www.usa.gov/directory/federal/political-affairs.shtml,,,AK,,,,,http://contact-us.state.gov/cgi-bin/state.cfg/php/enduser/std_alp.php,Contact the Political Affairs (State Department),en,,,,,,,,,,,,,,,,,,,http://www.state.gov/p/,Political Affairs (State Department),en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49621,null/api/USAGovAPI/contacts.json/contact/49621,en,Postal Regulatory Commission,http://www.usa.gov/directory/federal/postal-regulatory-commission.shtml,"901 New York Avenue, NW",Washington,DC,20268-0001,1-202-789-6800,No,EXEC,http://www.prc.gov/prc-pages/about/contact/default.aspx,Contact the Postal Regulatory Commission,en,,,,,,,,,,,,,,,,,,,http://www.prc.gov,Postal Regulatory Commission,en,,,,,,,,,,"The Postal Regulatory Commission is responsible for oversight of the U.S. Postal Service, including oversight of rates and services, and ensuring the Postal Service meets all of its legal requirements.",,,,,,,,,,,,,,,,,,
49624,null/api/USAGovAPI/contacts.json/contact/49624,en,Power Administrations,http://www.usa.gov/directory/federal/power-administrations.shtml,,,AK,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.energy.gov/organization/powermarketingadmin.htm,Power Administrations,en,,,,,,,,,,There are four power administrations that market the hydroelectric power produced by the Army Corps of Engineers' dams.,49019,null/api/USAGovAPI/contacts.json/contact/49019,Department of Energy (DOE),49106,null/api/USAGovAPI/contacts.json/contact/49106,Bonneville Power Administration,49672,null/api/USAGovAPI/contacts.json/contact/49672,Southeastern Power Administration,49676,null/api/USAGovAPI/contacts.json/contact/49676,Southwestern Power Administration,,,,,,
49625,null/api/USAGovAPI/contacts.json/contact/49625,en,Presidio Trust,http://www.usa.gov/directory/federal/presidio-trust.shtml,103 Montgomery St,San Francisco,CA,94129,(415) 561-5418,,,,,,,,,,,,,,,,,,,,,,,,http://www.presidio.gov,Presidio Trust,en,,,,,,,,,,The Presidio Trust preserves the Presidio National Park as an enduring resource for the American people.,,,,,,,,,,,,,,,,,,presidio@presidiotrust.gov
49627,null/api/USAGovAPI/contacts.json/contact/49627,en,Prisoner of War/Missing Personnel Office,http://www.usa.gov/directory/federal/prisoner-of-war/missing-personnel-office.shtml,2600 Defense Pentagon,Washington,DC,20301-2600,(703) 699-1420,,,http://www.dtic.mil/dpmo/contact/,Contact the Prisoner of War/Missing Personnel Office,en,,,,,,,,,,,,,,,,,,,http://www.dtic.mil/dpmo/,Prisoner of War/Missing Personnel Office,en,,,,,,,,,,The Department of Defense's Prisoner of War/Missing Personnel Office works to recover service members who became missing during their service.,49229,null/api/USAGovAPI/contacts.json/contact/49229,Department of Defense,,,,,,,,,,,,,,,outreach.DPMO@osd.mil
49629,null/api/USAGovAPI/contacts.json/contact/49629,en,Public and Indian Housing,http://www.usa.gov/directory/federal/public-and-indian-housing.shtml,451 7th St SW,Washington,DC,20410,,,,http://portal.hud.gov/hudportal/HUD/contact,Contact the Public and Indian Housing Contact Housing and Urban Development,en,,,,,,,,,,,,,,,,,,,http://www.hud.gov/offices/pih/index.cfm,Public and Indian Housing,en,,,,,,,,,,"The Office of Public and Indian Housing works to ensure safe, decent and affordable housing.",49023,null/api/USAGovAPI/contacts.json/contact/49023,Department of Housing and Urban Development (HUD),,,,,,,,,,,,,,(800) 955-2232,
49632,null/api/USAGovAPI/contacts.json/contact/49632,en,Public Diplomacy and Public Affairs (State Department),http://www.usa.gov/directory/federal/public-diplomacy-and-public-affairs.shtml,,,AK,,,,,http://contact-us.state.gov/cgi-bin/state.cfg/php/enduser/std_alp.php,Contact the Public Diplomacy and Public Affairs (State Department),en,,,,,,,,,,,,,,,,,,,http://www.state.gov/r/,Public Diplomacy and Public Affairs (State Department),en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49635,null/api/USAGovAPI/contacts.json/contact/49635,en,Radio Free Asia (RFA),http://www.usa.gov/directory/federal/radio-free-asia.shtml,2025 M St NW,Washington,DC,20036,(202) 530-4900,,,http://www.rfa.org/english/about/contact.html,Contact the Radio Free Asia (RFA),en,,,,,,,,,,,,,,,,,,,http://www.rfa.org/,Radio Free Asia (RFA),en,,,,,,,,,,,49109,null/api/USAGovAPI/contacts.json/contact/49109,Broadcasting Board of Governors,,,,,,,,,,,,,,,contact@rfa.org
49637,null/api/USAGovAPI/contacts.json/contact/49637,en,Radio Free Europe/Radio Liberty (RFE/RL),http://www.usa.gov/directory/federal/radio-free-europe/radio-liberty.shtml,1201 Connecticut Ave NW,Washington,DC,20036,(202) 457-6900,,,http://www.rferl.org/info/contact_us/154.html,Contact the Radio Free Europe/Radio Liberty (RFE/RL),en,,,,,,,,,,,,,,,,,,,http://www.rferl.org/,Radio Free Europe/Radio Liberty (RFE/RL),en,,,,,,,,,,Radio Free Europe/Radio Liberty broadcasts news and information in 21 countries where a free press is either banned or not fully established.,49109,null/api/USAGovAPI/contacts.json/contact/49109,Broadcasting Board of Governors,,,,,,,,,,,,,,,
49642,null/api/USAGovAPI/contacts.json/contact/49642,en,Regulatory Information Service Center,http://www.usa.gov/directory/federal/regulatory-information-service-center.shtml,"OIRA, Office of Management and Budget",Washington,DC,20503,(202) 482-7340 (Information about the Service Center),,,http://www.reginfo.gov/public/jsp/Utilities/contactUs.jsp,Contact the Regulatory Information Service Center,en,,,,,,,,,,,,,,,,,,,http://www.reginfo.gov/,Regulatory Information Service Center,en,,,,,,,,,,"The Regularoty Information Service Center is the face of the Office of Information and Regulatory Affairs. The Office reviews all pending federal regulations. The Center makes available all current federal regulations in the Unified Agenda. Further, the Center lists all pending regulations that are currently under review by the Office in the Dashboard.",49584,null/api/USAGovAPI/contacts.json/contact/49584,Office of Management and Budget (OMB),,,,,,,,,,,,,,,
49644,null/api/USAGovAPI/contacts.json/contact/49644,en,Rehabilitation Services Administration (Education Department),http://www.usa.gov/directory/federal/rehabilitation-services-administration.shtml,Office of Special Education and Rehabilitative Services,Washington,DC,20202-7100,(202) 245-7468,,,http://www2.ed.gov/about/offices/list/osers/contacts.html,Contact the Rehabilitation Services Administration (Education Department) Contact Special Ed and Rehabilitative Services,en,http://www2.ed.gov/about/contacts/gen/index.html?src=ln,Contact the Department of Education,en,,,,,,,,,,,,,,,,http://www.ed.gov/about/offices/list/osers/rsa/index.html?exp=0,Rehabilitation Services Administration (Education Department),en,,,,,,,,,,The Rehabilitation Services Administration oversees grant programs that help individuals with physical or mental disabilities obtain employment and live more independently.,48121,null/api/USAGovAPI/contacts.json/contact/48121,Office of Special Education and Rehabilitative Services (OSERS),,,,,,,,,,,,,,(800) 827-5327 (Dept. of Ed. Programs and Directory),
49647,null/api/USAGovAPI/contacts.json/contact/49647,en,Research and Innovative Technology Administration,http://www.usa.gov/directory/federal/research-and-innovative-technology-administration.shtml,Research and Innovative Technology Administration (DOT),Washington,DC,20590,(202) 366-3492,,,http://www.rita.dot.gov/contacts/,Contact the Research and Innovative Technology Administration,en,,,,,,,,,,,,,,,,,,,http://www.rita.dot.gov/,Research and Innovative Technology Administration,en,,,,,,,,,,The Research and Innovative Technology Administration coordinates the Department of Transportation's research initiatives and works to more quickly deploy new technologies.,49035,null/api/USAGovAPI/contacts.json/contact/49035,Department of Transportation (DOT),,,,,,,,,,,,,,(800) 853-1351,RITAinfo@dot.gov
49649,null/api/USAGovAPI/contacts.json/contact/49649,en,Risk Management Agency (Agriculture Department),http://www.usa.gov/directory/federal/risk-management-agency.shtml,1400 Independence Ave SW,Washington,DC,20250-0801,(202) 690-2803,,,http://www.rma.usda.gov/aboutrma/contact.html,Contact the Risk Management Agency (Agriculture Department),en,,,,,,,,,,,,,,,,,,,http://www.rma.usda.gov/,Risk Management Agency (Agriculture Department),en,http://www.rma.usda.gov/aboutrma/fields/rsos.html,Risk Management Agency Local Offices,en,,,,,,,The Department of Agriculture's Risk Management Agency administers the Federal Crop Insurance Corporation and provides risk management information and services to farmers and producers.,49015,null/api/USAGovAPI/contacts.json/contact/49015,U.S. Department of Agriculture (USDA),,,,,,,,,,,,,,,RMA.CCO@rma.usda.gov
49650,null/api/USAGovAPI/contacts.json/contact/49650,en,Rural Business and Cooperative Programs,http://www.usa.gov/directory/federal/rural-business-and-cooperative-programs.shtml,"USDA Rural Development, Room 5045-S",Washington,DC,20250-3201,(202) 690-4730,,,http://www.rurdev.usda.gov/ContactUs.html,Contact the Rural Business and Cooperative Programs,en,,,,,,,,,,,,,,,,,,,http://www.rurdev.usda.gov/LP_Subject_BusinessAndCooperativeAssistance.html,Rural Business and Cooperative Programs,en,http://www.rurdev.usda.gov/StateOfficeAddresses.html,Find an Office in Your State,en,,,,,,,The Department of Agriculture's Rural Business and Cooperative programs provide support for rural businesses primarily through grants and loans.,49653,null/api/USAGovAPI/contacts.json/contact/49653,Rural Development,,,,,,,,,,,,,,,
49653,null/api/USAGovAPI/contacts.json/contact/49653,en,Rural Development,http://www.usa.gov/directory/federal/rural-development.shtml,"USDA Rural Development, Room 205-W",Washington,DC,20250-0107,(202) 720-4581,,,http://www.rurdev.usda.gov/ContactUs.html,Contact the Rural Development,en,,,,,,,,,,,,,,,,,,,http://www.rurdev.usda.gov/,Rural Development,en,http://www.rurdev.usda.gov/StateOfficeAddresses.html,Find an Office in Your State,en,,,,,,,"Through various programs, the Department of Agriculture's Rural Development works to improve the economy and quality of life of rural America.",49015,null/api/USAGovAPI/contacts.json/contact/49015,U.S. Department of Agriculture (USDA),49650,null/api/USAGovAPI/contacts.json/contact/49650,Rural Business and Cooperative Programs,49654,null/api/USAGovAPI/contacts.json/contact/49654,Rural Housing Service,49655,null/api/USAGovAPI/contacts.json/contact/49655,Rural Utilities Service,,,,,,
49654,null/api/USAGovAPI/contacts.json/contact/49654,en,Rural Housing Service,http://www.usa.gov/directory/federal/rural-housing-service.shtml,"USDA Rural Development, Room 5014-S",Washington,DC,20250-0701,(202) 690-1533,,,http://www.rurdev.usda.gov/ContactUs.html,Contact the Rural Housing Service,en,,,,,,,,,,,,,,,,,,,http://www.rurdev.usda.gov/LP_Subject_HousingAndCommunityAssistance.html,Rural Housing Service,en,http://www.rurdev.usda.gov/StateOfficeAddresses.html,Find an Office in Your State,en,,,,,,,The Department of Agriculture's Rural Housing Service provides grants and loans for housing and community facilities in rural areas of the U.S.,49653,null/api/USAGovAPI/contacts.json/contact/49653,Rural Development,,,,,,,,,,,,,,(800) 414-1226 (Centralized Servicing Center),
49655,null/api/USAGovAPI/contacts.json/contact/49655,en,Rural Utilities Service,http://www.usa.gov/directory/federal/rural-utilities-service.shtml,"USDA Rural Development, Room 4051-S",Washington,DC,20250-1510,(202) 720-9540,,,http://www.rurdev.usda.gov/ContactUs.html,Contact the Rural Utilities Service,en,,,,,,,,,,,,,,,,,,,http://www.rurdev.usda.gov/Utilities_Assistance.html,Rural Utilities Service,en,http://www.rurdev.usda.gov/StateOfficeAddresses.html,Find an Office in Your State,en,,,,,,,"The Department of Agriculture's Rural Utilities Service provides funding, through grants, loans, loan guarantees, and payments, for the development of rural utilities infrastructure such as water, waste management, power and telecommunications.",49653,null/api/USAGovAPI/contacts.json/contact/49653,Rural Development,,,,,,,,,,,,,,,
49656,null/api/USAGovAPI/contacts.json/contact/49656,en,Saint Lawrence Seaway Development Corporation,http://www.usa.gov/directory/federal/saint-lawrence-seaway-development-corporation.shtml,1200 New Jersey Ave SE,Washington,DC,20590,(202) 366-0091</br>(315) 764-3200 (Operations),,,http://www.greatlakes-seaway.com/en/contact-us/slsdc/index.html,Contact the Saint Lawrence Seaway Development Corporation,en,,,,,,,,,,,,,,,,,,,http://www.seaway.dot.gov/,Saint Lawrence Seaway Development Corporation,en,,,,,,,,,,"Working in concert with its Canadian counterpart, the Saint Lawrence Seaway Development Corporation works to operate and maintain a safe, reliable, efficient waterway between the Great Lakes and the Atlantic Ocean.",49035,null/api/USAGovAPI/contacts.json/contact/49035,Department of Transportation (DOT),,,,,,,,,,,,,,(800) 785-2779,
49658,null/api/USAGovAPI/contacts.json/contact/49658,en,Science Office (Energy Department),http://www.usa.gov/directory/federal/science-office.shtml,1000 Independence Ave SW,Washington,DC,20585,(202) 586-5430,,,http://science.energy.gov/about/contact-us/,Contact the Science Office (Energy Department),en,,,,,,,,,,,,,,,,,,,http://science.energy.gov/,Science Office (Energy Department),en,,,,,,,,,,"The Energy Department's Science Office supports a wide variety of scientific research, operating 10 of the Department's National Laboratories. The Science Office also operates several open-access scientific facilities that anyone may use (given their plan of study has sufficient scientific merit).",49019,null/api/USAGovAPI/contacts.json/contact/49019,Department of Energy (DOE),49592,null/api/USAGovAPI/contacts.json/contact/49592,Office of Scientific and Technical Information,,,,,,,,,,,,
49660,null/api/USAGovAPI/contacts.json/contact/49660,en,Secret Service,http://www.usa.gov/directory/federal/secret-service.shtml,245 Murray Drive,Washington,DC,20223,1-202-406-5708,No,EXEC,http://www.secretservice.gov/contact.shtml,Contact the Secret Service,en,,,,,,,,,,,,,,,,,,,http://www.secretservice.gov/index.shtml,Secret Service,en,http://www.secretservice.gov/field_offices.shtml,Find a Field Office Near You,en,,,,,,,"The Secret Service works to safeguard the nation's financial infrastructure. The Secret Service is also responsible for protecting national leaders, visiting heads of state, and National Special Security Events.",49022,null/api/USAGovAPI/contacts.json/contact/49022,Department of Homeland Security (DHS),,,,,,,,,,,,,,,
49664,null/api/USAGovAPI/contacts.json/contact/49664,en,U.S. Senate,http://www.usa.gov/directory/federal/senate.shtml,United States Senate,Washington,DC,20510,1-202-224-3121,No,LEG,http://www.senate.gov/general/contact_information/senators_cfm.cfm,Contact the U.S. Senate,en,,,,,,,,,,,,,,,,,,,http://www.senate.gov/,U.S. Senate,en,http://www.visitthecapitol.gov,Capitol Visitor Center,en,,,,,,,"The U.S. Senate and the U.S. House of Representatives make up the two chambers of Congress.  The Senate has 100 members, 2 from each state, who are elected to serve for a term of 6 years.",,,,49088,null/api/USAGovAPI/contacts.json/contact/49088,Architect of the Capitol,49167,null/api/USAGovAPI/contacts.json/contact/49167,Congressional Budget Office (CBO),49349,null/api/USAGovAPI/contacts.json/contact/49349,Government Accountability Office (GAO),50153,null/api/USAGovAPI/contacts.json/contact/50153,Senado de Estados Unidos,es,,
49668,null/api/USAGovAPI/contacts.json/contact/49668,en,Smithsonian Institution,http://www.usa.gov/directory/federal/smithsonian-institution.shtml,PO Box 37012,Washington,DC,20013-7012,1-202-633-1000,No,EXEC,http://www.si.edu/Contacts,Contact the Smithsonian Institution,en,,,,,,,,,,,,,,,,,,,http://www.si.edu/,Smithsonian Institution,en,http://www.si.edu/Visit,Visit the Smithsonian,en,,,,,,,"The Smithsonian is the world's largest museum and research complex, with 19 museums and galleries, the National Zoo, and 9 research facilities.",,,,,,,,,,,,,50156,null/api/USAGovAPI/contacts.json/contact/50156,Museos y Galerías Smithsonian,es,,info@si.edu
49670,null/api/USAGovAPI/contacts.json/contact/49670,en,Social Security Advisory Board,http://www.usa.gov/directory/federal/social-security-advisory-board.shtml,400 Virginia Ave SW,Washington,DC,20024,(202) 475-7700,,,http://www.ssab.gov/Contact.aspx,Contact the Social Security Advisory Board,en,,,,,,,,,,,,,,,,,,,http://www.ssab.gov/,Social Security Advisory Board,en,,,,,,,,,,"The Social Security Advisory Board advises the president, congress and the commissioner of Social Security on Social Security and Supplemental Security Income policy.",,,,,,,,,,,,,,,,,,info@ssab.gov
49672,null/api/USAGovAPI/contacts.json/contact/49672,en,Southeastern Power Administration,http://www.usa.gov/directory/federal/southeastern-power-administration.shtml,1166 Athens Tech Rd,Elberton,GA,30635-6711,(706) 213-3800,,,,,,,,,,,,,,,,,,,,,,,,http://199.44.84.82/,Southeastern Power Administration,en,,,,,,,,,,The Southeastern Power Administration markets hydroelectric power generated by federal reservoirs to public entities in the southeastern United States.,49624,null/api/USAGovAPI/contacts.json/contact/49624,Power Administrations,,,,,,,,,,,,,,,info2@sepa.doe.gov
49674,null/api/USAGovAPI/contacts.json/contact/49674,en,Southern Command,http://www.usa.gov/directory/federal/southern-command.shtml,9301 NW 33rd St,Doral,FL,33172,(305) 437-1000,,,http://www.southcom.mil/Lists/Contact%20Us%20Submissions/NewForm.aspx?Source=/Pages/Thank-You.aspx,Contact the Southern Command,en,,,,,,,,,,,,,,,,,,,http://www.southcom.mil/Pages/Default.aspx,Southern Command,en,,,,,,,,,,The U.S. Southern Command is responsible for security cooperation and operations in Central and South America and the Caribbean.,49726,null/api/USAGovAPI/contacts.json/contact/49726,Unified Combatant Commands (Defense Department),,,,,,,,,,,,,,,
49676,null/api/USAGovAPI/contacts.json/contact/49676,en,Southwestern Power Administration,http://www.usa.gov/directory/federal/southwestern-power-administration.shtml,One West Third St,Tulsa,OK,74103-3502,(918) 595-6600,,,http://www.swpa.gov/contactus.aspx,Contact the Southwestern Power Administration,en,,,,,,,,,,,,,,,,,,,http://www.swpa.gov/,Southwestern Power Administration,en,,,,,,,,,,The Southwestern Power Administration markets hydroelectric power generated by federal dams to public entities in several states in the south and southwest.,49624,null/api/USAGovAPI/contacts.json/contact/49624,Power Administrations,,,,,,,,,,,,,,,info@swpa.gov
49678,null/api/USAGovAPI/contacts.json/contact/49678,en,Special Forces Operations Command,http://www.usa.gov/directory/federal/special-forces-operations-command.shtml,7701 Tampa Point Blvd,MacDill Air Force Base,FL,33621,(813) 826-4600 (Media Inquiries),,,http://www.socom.mil/Pages/ContactUSSOCOM.aspx,Contact the Special Forces Operations Command,en,,,,,,,,,,,,,,,,,,,http://www.socom.mil/,Special Forces Operations Command,en,,,,,,,,,,"Special Forces Operations Command oversees the special operations capabilities of the various military branches, coordinates their training, strategy, interoperability and operations.",49726,null/api/USAGovAPI/contacts.json/contact/49726,Unified Combatant Commands (Defense Department),,,,,,,,,,,,,,,public.affairs@socom.mil (Media Inquiries)
49681,null/api/USAGovAPI/contacts.json/contact/49681,en,State Justice Institute,http://www.usa.gov/directory/federal/state-justice-institute.shtml,11951 Freedom Dr,Reston,VA,20190,(571) 313-8843,,,http://www.sji.gov/contact.php,Contact the State Justice Institute,en,,,,,,,,,,,,,,,,,,,http://www.sji.gov/about.php,State Justice Institute,en,,,,,,,,,,The State Justice Institute is an independent grant-making organization dedicated to improving the quality of justice in all state courts. It also works to facilitate better coordination between state and federal courts.,,,,,,,,,,,,,,,,,,contact@sji.gov
49684,null/api/USAGovAPI/contacts.json/contact/49684,en,Stennis Center for Public Service,http://www.usa.gov/directory/federal/stennis-center-for-public-service.shtml,One Research Blvd,Starkville,MS,39759,(662) 325-8409,No,LEG,,,,,,,,,,,,,,,,,,,,,,http://www.stennis.gov/,Stennis Center for Public Service,en,,,,,,,,,,"Established by Congress as a living tribute to former senator John C. Stennis, the Stennis Center provides leadership training to young people interested in careers in public service. It also offers training and development opportunities to congresspeople and their staffs.",49664,null/api/USAGovAPI/contacts.json/contact/49664,U.S. Senate,,,,,,,,,,,,,,,
49685,null/api/USAGovAPI/contacts.json/contact/49685,en,Strategic Command,http://www.usa.gov/directory/federal/strategic-command.shtml,Public Affairs Office (J020),Offut Air Force Base,NE,68113-6020,(402) 294-4130,,,http://www.stratcom.mil/contact/,Contact the Strategic Command,en,,,,,,,,,,,,,,,,,,,http://www.stratcom.mil/,Strategic Command,en,,,,,,,,,,"U.S. Strategic Command is a unified command, incorporating elements of all military services, in an effort to detect and deter attacks against the U.S. and its allies. This mission includes nuclear deterrence, space, and cyberspace capabilities.",49726,null/api/USAGovAPI/contacts.json/contact/49726,Unified Combatant Commands (Defense Department),,,,,,,,,,,,,,,pa@stratcom.mil
